번호,공시번호,상표명(자재명),자재구분,사업자,사업자번호,유효기간,공시기관,주의사항,등재일자,가격,기타사항,미생물 학명,농약/비료등록여부,연락처(사업장),효능효과 표시여부,효능효과 표시구분,효능효과 세부내용,제조장주소
1753,공시-2-4-240,무름헌터(규조토+미생물),병해관리용,㈜팜한농,120-87-55101,2025.01.23 ~ 2028.01.22,강원대학교 산학협력단,"- 살아있는 미생물 제품으로 35℃ 이하의 서늘하고 그늘진 곳에 보관하십시오. - 어린이 손에 닿지 않는 곳에 보관하십시오. - 사용 전에 잘 흔들어 사용하시고, 한낮을 피해 오전 일찍 또는 오후 늦게 사용하십시오. - 본 제품은 사용약량을 지켜 물에 희석한 후 살포하여 주십시오. - 알칼리성 농자재와 혼용 시 주의하시고, 석회황합제, 기계유 유제, 유기인계 약제 등과는 혼용하지 마십시오. - 직사광선을 피하고 냉암소에 보관하시고, 건조, 고결하지 않도록 밀봉해서 저장하십시오.",2025.01.23,"30,000원/250g","*주성분의 종류 및 함량: 규산전량 19%, Bacillus velezensis 1.0×10^6 cfu/g *책임보험정보: ㈜KB손해보험_2024-7683448(000)",Bacillus velezensis,없음,1644-0901,표시,,"적용대상 작물명 및 효과: 무, 배추(무름병), 양파(구썩음병) / 무처리구 대비 50% 이상 방제",경상북도 영천시 청통면 사일로 367-11
1758,공시-3-3-701,귤꽃나무1호(토양미생물제제),토양개량 및 작물생육용,주은바이오(주) 농업회사법인,199-81-01725,2024.11.28 ~ 2027.11.27,국립순천대학교 산학협력단,"○ 냉장보관(0~5도) ○ 백색의 부유물은 효모이며 사용 및 배양에 문제가 없습니다.""",2024.11.28,"10,000원/1L, 35,000원/10L, 50,000원/20L(VAT별도)",- 주성분: Bacillus subtilis 1.0X10^6 CFU/mL 이상,Bacillus subtilis,제 제주 제주106-가-20301호,064-755-5801,표시,비료등록,토양미생물제제 비료등록제품,제주특별자치도 제주시 한림읍 누운오름로 184
1763,공시-3-4-073,포테토킹(미생물),병해관리용,보란파마,338-24-00046,2024.11.28 ~ 2027.11.27,국립순천대학교 산학협력단,"○ 직사광선을 피하여 보관하며, 상온보관이 가능하나 되도록 서늘한 곳 또는 저온 냉장고를 권장합니다. ○ 토양소독제와 혼용하지 마십시오 ○ 생물제제이므로 토양환경에 따라 효과의 차이를 보일 수 있습니다. ○ 살아있는 미생물을 유효성분으로 하였기에 가능한 빨리 사용하시고 개봉후에는 전량을 사용하십시오""",2024.11.28,"77,000원/500g","- 주성분: Bacillus amyloliquefaciens 1.0X10^6 CFU/g 이상, Bacillus velezensis 1.0X10^6 CFU/g 이상","Bacillus amyloliquefaciens, Bacillus velezensis",-,02-365-7000,표시,,"감자 더뎅이병, 감자 검은무늬썩음병 방제가 50% 이상",전북특별자치도 정읍시 첨단과학로 241 (신정동)
1764,공시-3-5-110,잰닥터7올나방킬(미생물),충해관리용,(주)잰153바이오텍,304-86-10680,2024.11.28 ~ 2027.11.27,국립순천대학교 산학협력단,"○ 사용 전 라벨을 잘 읽고 사용 농도를 준수하여 사용하십시오 ○ 타 자재와 혼용시 홍용가부여부를 회사에 확인하시거나, 혼용테스트 후 사용하시기 바랍니다. ○ 한낮을 피해 이른 아침 또는 해질 무렵 서늘한 시간에 사용하십시오 ○ 사용 후 남은 자재는 잘 밀봉한 후 햇빛을 피해 건조하고 서늘한 곳에 보관하십시오 ○ 어린이 및 노약자 손에 닿지 않게 보관하십시오",2024.11.28,"30,000원/250g",Bacillus thuringiensis 1.0*10^9 CFU/g 이상,Bacillus thuringiensis,X,062-530-2132,표시,,사용방법 참고,전북 정읍시 첨단로 114
1765,공시-3-5-111,백강탄(미생물),충해관리용,농업회사법인 시온바이오(주),323-86-01468,2024.11.28 ~ 2027.11.27,국립순천대학교 산학협력단,- 서늘한 그늘에 상온 보관바랍니다. - 고압분무기는 사용하지 마십시오.(고압분무기 사용 시 백강탄 포자가 사멸합니다.) - 백강탄은 살아있는 곰팡이입니다. 살균제와는 접촉을 피해주십시오. - 개봉한 백강탄은 습한 곳에 놓으면 곰팡이가 발생할 수 있습니다.,2024.11.28,"44,000원/1kg",- 주성분: Beauveria brongniartii 1.0 X 10^6,Beauveria brongniartii,-,041-541-6642,미표시,없음,,충청남도 예산군 신암면 신암남로 235
1767,공시-2-3-909,토지보감(미생물추출물+제당부산물),토양개량 및 작물생육용,농업회사법인 ㈜와이앤바이오,409-86-10714,2024.12.19 ~ 2027.12.18,강원대학교 산학협력단,- 제품의 사용방법 및 사용농도에 관한 사항을 숙지하십시오.,2024.12.19,"25,000원/20kg",*주성분의 종류 및 함량: 질소전량 *책임보험정보: 농협손해보험㈜_319-1335-9301-33,,없음,061-381-5432,미표시,없음,,전라남도 담양군 대덕면 신등갈길 82
1772,공시-3-3-705,패니박사(미생물+제당산업의 부산물),토양개량 및 작물생육용,㈜누림,221-81-31884,2024.12.19 ~ 2027.12.18,국립순천대학교 산학협력단,"○ 햇빛이 강한 한낮에는 사용을 피해주시고 늦은 오후에 살포하여 주십시오. ○ 제품보관은 서늘하고 건조한곳에 보관 하십시오. ○ 절대로 음용하지 마시고, 어린이 손에 닿지 않는곳에 보관하십시오. ○ 타농자재와 혼용 시 소량 일부 살포 후 이상이 없을 때 사용하여 주십시오. ○ 알칼리성 물질이나 동제 화합물과의 혼용은 삼가십시오.""",2024.12.19,"25,000원/250g (VAT별도)","- 주성분: Paenibacillus polymyxa 1×10^6cfu/g이상, Bacillus velezensis 1×10^6cfu/ml이상","Bacillus velezensis, Paenibacillus polymyxa",-,033-251-2511,미표시,없음,,강원특별자치도 춘천시 동내면 거두단지1길 29
1787,공시-3-5-112,비티킬(미생물),충해관리용,순창군농업기술센터,407-83-01799,2024.12.19 ~ 2027.12.18,국립순천대학교 산학협력단,○ 직사광선을 피하여 서늘한곳에 보관하세요,2024.12.19,"500/2L(관내), 2,500/2L(관외)",- 주성분: Bacillus thuringiensis,Bacillus thuringiensis,-,063-650-5646,미표시,없음,,전북특별자치도 순창군 유등면 담순로 1552
1788,공시-3-5-113,엔비에스엠(천적),충해관리용,㈜남보,613-81-33010,2024.12.19 ~ 2027.12.18,국립순천대학교 산학협력단,"○ 사용하고 남은 제품은 어린이의 손이 닿지 않는 직사광선을 피하여 건조하고 서늘한 곳에 보관합니다. ○ 개봉한 후 가급적 빠른 시일 내에 사용합니다.""",2024.12.19,"50,000/200g",- 주성분: Steinernema monticolum 2.0×10^7마리/pk,Steinernema monticolum,-,055-762-6867,미표시,없음,,경상남도 진주시 문산읍 월아산로950번길 25-21
1800,공시-2-3-916,활력파워(미생물추출물),토양개량 및 작물생육용,㈜자연과미래,412-81-30986,2025.01.23 ~ 2028.01.22,강원대학교 산학협력단,- 본 제품을 처음 사용 시 또는 타 약제와 혼용하여 사용할 경우 소량 테스트 후 이상이 없을 경우에만 사용하십시오. - 음용하지 마시고 어린이 손에 닿지 않는 곳에 보관하십시오. - 직사광선을 피하고 건냉암소에 보관하여 사용하십시오.,2025.01.23,"20,000원/500mL, 35,000원/1L, 130,000원/4L",*주성분의 종류 및 함량: 질소전량 *책임보험정보: 현대해상화재보험㈜_F-2023-1226218,,없음,061-363-8488,미표시,없음,,전라남도 곡성군 오산면 무옥로 359
1805,공시-3-3-722,경국대전(미생물),토양개량 및 작물생육용,더균(주),306-81-38529,2025.01.23 ~ 2028.01.22,국립순천대학교 산학협력단,"○ 개봉 후 빠르게 사용 권장 (시간 경과에 따른 미생물 함량 감소 가능) ○ 남은 제품은 밀봉 후, 햇빛을 피한 서늘하고 건조한 곳에 보관",2025.01.23,"30,000원/1L",주성분: Bacillus subtilis 1.0X10^6 CFU/mL,Bacillus subtilis,-,054-820-5507,미표시,없음,,경상북도 안동시 풍산읍 번곡길 5-2
1811,공시-2-3-918,효성유박엠(M)(미생물추출물+식물성유박류+쌀겨),토양개량 및 작물생육용,효성오앤비㈜ 안성공장,125-85-46525,2025.02.20 ~ 2028.02.19,강원대학교 산학협력단,"- 농업용 외에는 사용하지 마세요. - 토양 내 수분 부족 시 발효되지 않으므로 충분한 수분을 보충시켜 주십시오. - 개, 고양이 등이 먹을 경우 폐사할 수 있으니 살포 후 반드시 토양과 잘 섞으세요. - 어린이 손에 닿는 곳에 놓거나 보관하지 마세요. - 제품 보관은 서늘하고 건조한 곳에 보관하시는 것이 좋습니다.",2025.02.20,"14,000원/20kg",*주성분의 종류 및 함량: 유기물 *책임보험정보: 현대해상화재보험㈜_F-2024-0661699,,없음,041-545-8116(031-675-9410),미표시,없음,,경기도 안성시 보개면 내방상삼로 297-23
1816,공시-2-3-919,단비코인(미생물+점토광물+제당부산물),토양개량 및 작물생육용,바실리㈜,111-87-03292,2025.02.20 ~ 2028.02.19,강원대학교 산학협력단,"- 섭취 금지 - 남은 제품은 밀봉 후, 햇빛을 피한 서늘하고 건조한 곳에 보관",2025.02.20,"10,000원/40g",*주성분의 종류 및 함량: Bacillus subtilis 1.0×10^6 cfu/g,Bacillus subtilis,없음,054-820-7119(010-7979-1974),미표시,없음,,경상북도 안동시 풍산읍 번곡길 5-2
1818,공시-2-3-922,그로우픽스(토양미생물제제),토양개량 및 작물생육용,㈜서진바이오,698-88-01459,2025.02.20 ~ 2028.02.19,강원대학교 산학협력단,- 사용 전 충분히 흔들어 사용하세요. - 직사광선에 노출되지 않도록 하며 그늘지고 서늘한 곳(4~20℃)에 보관하세요. - 본 제품을 어린아이들의 손에 닿지 않게 해주세요.,2025.02.20,"20,000원/1L",*주성분의 종류 및 함량: Azospirillum brasilense 1.0×10^6 cfu/mL,,제 전북 익산041-가-20301 호,063-858-9038,표시,비료등록,비료등록제품,전북특별자치도 익산시 황등면 방교2길 11
1825,공시-3-3-730,뿌리왕입제(미생물+점토광물+토탄),토양개량 및 작물생육용,제노아그로(주),371-86-01787,2025.02.20 ~ 2028.02.19,국립순천대학교 산학협력단,"○ 직사광선을 피하고, 냉암소에 보관하십시오. 사용 후 남은 제품은 밀봉하여 보관하십시오. ○ 적정시비를 초과하여 발생한 농산물의 피해는 책임지지 않습니다. ○ 토질에 따라 제품 사용량이 다를 수 있습니다.",2025.02.20,"25,000원/5kg",Bacillus subtilis 1.0×10^6 CFU/g 이상,Bacillus subtilis,제 대전 대덕033-가-20301호,042-936-2443,표시,비료등록,비료등록,대전광역시 대덕구 문평동로 41-44 (문평동)
1826,공시-3-3-731,매하리(토양미생물제제),토양개량 및 작물생육용,광양시청,416-83-03049,2025.02.20 ~ 2028.02.19,국립순천대학교 산학협력단,별도표기,2025.02.20,"17,950원/20kg",주성분: Bacillus velezensis 1.0X10^6 CFU/g 이상,Bacillus velezensis,제 전남 광양010-가-20301호,061-797-3560,표시,비료등록,토양미생물제제 비료등록제품,전라남도 광양시 광양읍 서천변로 177
1828,공시-3-4-074,전용1호 벨레젠스(미생물),병해관리용,더균(주),306-81-38529,2025.02.20 ~ 2028.02.19,국립순천대학교 산학협력단,○ 접촉성제제이므로 잎 뒷면까지 전체적으로 잘 묻을 수 있도록 살포 ○ 본 제품은 보관 중 미생물이 침전될 수 있으므로 사용 전에 반드시 흔든 후 사용 ○ 개봉 후 시간이 경과함에 따라 미생물 함량이 감소할 수 있으므로 가급적 빠른 시간 내에 사용하십시오. ○ 사용 후 제품이 남았을 시 반드시 밀봉을 한 뒤 햇빛을 피해 건조하고 서늘한 곳에 보관,2025.02.20,"15,000원/250mL, 35,000원/1L",Bacillus velezensis 1.0X10^6 CFU/mL 이상,Bacillus velezensis,X,054-820-5507,표시,,사용방법 참조,경상북도 안동시 풍산읍 번곡길 5-2
1833,공시-2-3-923,가공계분 계림비트(가공계분),토양개량 및 작물생육용,농업회사법인 ㈜계림농장,312-86-17636,2025.03.20 ~ 2028.03.19,강원대학교 산학협력단,"- 습기, 직사광선을 피해 보관하십시오. - 제품 내에 발생되는 하얀 곰팡이는 자연 발생되는 미생물이므로 안심하고 사용하셔도 됩니다. - 가축 등의 섭취를 금합니다. - 정식 또는 파종 직전에 살포한 후 관수해 주세요. - 작물이나 뿌리에서 떨어진 약 15~20cm 내 뿌려주세요.",2025.03.20,"1,700원/1kg, 5,100원/3kg, 8,500원/5kg, 21,020원/20kg, 990,000원/1Ton","*주성분의 종류 및 함량: 질소전량 2.0%, 인산전량 2.0%, 칼리전량 2.0%, 유기물 30%",,제 경북 상주079-가-20213 호,041-544-7603,표시,비료등록,비료등록제품,경상북도 상주시 화서면 영남제일로 3883-13
1835,공시-2-3-924,유기바이오(구아노+나무 숯+미생물추출물),토양개량 및 작물생육용,㈜미산,455-87-01670,2025.03.20 ~ 2028.03.19,강원대학교 산학협력단,- 하우스 작물에는 파종 2주 전에 시비하시기 바랍니다. - 사용하고 남은 유기농자재는 건냉한 창고에 보관하시기 바랍니다.,2025.03.20,"30,000원/20kg","*주성분의 종류 및 함량: 질소전량, 인산전량, 칼리전량 *책임보험정보: 농협손해보험㈜_319-1268-8638-21",,없음,054-337-1570,미표시,없음,,경상북도 영천시 채신2공단길 79-13 (채신동)
1841,공시-2-4-247,스트렙토스탑(미생물+식물추출물),병해관리용,㈜엔비아그로,305-86-36784,2025.06.18 ~ 2028.06.17,강원대학교 산학협력단,- 미생물 제품으로 사용 전 충분히 흔든 후에 사용하세요. - 제품 개봉 후 가급적 빠른 시간 내에 사용하십시오. - 제품을 먹지 않도록 주의하십시오. - 제품이 눈에 들어가면 깨끗한 물로 세척하십시오. - 사용 후 남은 제품은 밀봉 후 직사광선이 없는 냉암소에 보관하여 주십시오.,2025.06.18,"30,000원/200g, 40,000원/300g","*주성분의 종류 및 함량: Streptomyces halstedii, Naringin",Streptomyces halstedii,없음,041-754-1015,미표시,없음,,충청남도 금산군 추부면 숭암로 117
1855,공시-2-5-347,파인세이버(미생물),충해관리용,㈜대덕바이오,307-85-05688,2025.06.18 ~ 2028.06.17,강원대학교 산학협력단,"- 본 제품 및 사용 후 남은 제품은 4℃ 이하 냉장 보관하여 주십시오. - 사용 전에 충분히 흔드신 후 정확한 희석 비율에 따라 사용하십시오. - 개봉 후 제품은 가급적 빨리 사용하십시오. - 절대 음용하지 마시고, 부주의로 마셨을 경우 응급조치를 취해 구토를 유도하고 즉시 의사의 치료를 받으십시오.",2025.06.18,"120,000원/100mL, 330,000원/500mL, 580,000원/1L",*주성분의 종류 및 함량: Esteya vermicola *책임보험정보: ㈜KB손해보험_2025-2462774(000),,없음,042-823-4696,미표시,없음,,충청남도 금산군 추부면 신평공단로 57
1864,공시-3-3-738,클린베이스(토양미생물제제),토양개량 및 작물생육용,천용아그로,515-07-20467,2025.05.22 ~ 2028.05.21,국립순천대학교 산학협력단,○ 이 제품은 비료로 등록된 유기농업자재입니다.,2025.05.22,"44,000원/15kg",Paenibacillus polymyxa 1.0 ×10^6 CFU/g 이상,Paenibacillus polymyxa,제 경북 경산040-가-20301호,053-604-5552,표시,,토양미생물제제 비료등록제품,경상북도 경산시 와촌면 박사강변로 166
1871,공시-3-2-178,열기쏙프리미엄(미생물추출물+산야초+해조류추출물),작물생육용,보란파마,338-24-00046,2025.06.18 ~ 2028.06.17,국립순천대학교 산학협력단,"○ 밀폐용기로 건, 냉, 암소 보관",2025.06.18,"49,500원/1L",질소전량 0.385%,,X,02-365-7000,미표시,없음,,전북특별자치도 정읍시 첨단과학로 241 (신정동)
1875,공시-3-3-743,리퍼-쏘일(미생물+제당산업의 부산물),토양개량 및 작물생육용,농업회사법인 (주)오브제바이오,372-87-03164,2025.07.16 ~ 2028.07.15,국립순천대학교 산학협력단,○ 고온을 피하고 서늘한 곳에 보관,2025.07.16,"30,000원/1kg",Burkholderia cepacia 1.0X10^6 CFU/g,,X,010-4456-5426,미표시,없음,,광주광역시 광산구 평동산단로 246-43 (월전동)
